start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
1,40,2025-09-11 00:00:00,2025-11-13 00:00:00,33.74,78.2,131.77237700059274,40,close_qfq
68,92,2025-12-23 00:00:00,2026-01-28 00:00:00,70.64,106.78,51.160815402038494,25,close_qfq
