start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
1,12,2025-09-11 00:00:00,2025-09-26 00:00:00,67.28,111.16,65.21997621878714,12,close_qfq
80,94,2026-01-12 00:00:00,2026-01-30 00:00:00,109.62,111.54,1.7515051997810671,15,close_qfq
