start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
4,15,2025-09-16 00:00:00,2025-10-09 00:00:00,38.68,48.83,26.240951396070322,12,close_qfq
48,86,2025-11-25 00:00:00,2026-01-20 00:00:00,44.79,81.81,82.65237776289351,39,close_qfq
