start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
16,25,2025-10-10 00:00:00,2025-10-23 00:00:00,6.11,9.36,53.191489361702104,10,close_qfq
71,93,2025-12-26 00:00:00,2026-01-29 00:00:00,6.62,9.78,47.734138972809646,23,close_qfq
105,114,2026-02-24 00:00:00,2026-03-09 00:00:00,8.47,13.24,56.31641086186541,10,close_qfq
