start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
32,40,2025-11-03 00:00:00,2025-11-13 00:00:00,7.19,10.37,44.2280945757997,9,close_qfq
59,85,2025-12-10 00:00:00,2026-01-19 00:00:00,7.97,9.71,21.831869510665,27,close_qfq
96,114,2026-02-03 00:00:00,2026-03-09 00:00:00,10.14,16.37,61.43984220907297,19,close_qfq
