start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
16,50,2025-10-10 00:00:00,2025-11-27 00:00:00,11.0,15.55,41.36363636363638,35,close_qfq
68,87,2025-12-23 00:00:00,2026-01-21 00:00:00,14.04,21.69,54.48717948717952,20,close_qfq
