start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
10,40,2025-09-24 00:00:00,2025-11-13 00:00:00,93.2,142.73,53.143776824034326,31,close_qfq
72,92,2025-12-29 00:00:00,2026-01-28 00:00:00,113.38,191.35,68.76874228258953,21,close_qfq
