start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
0,40,2025-09-10 00:00:00,2025-11-13 00:00:00,68.42,142.73,108.60859397836889,41,close_qfq
46,92,2025-11-21 00:00:00,2026-01-28 00:00:00,103.66,191.35,84.59386455720626,47,close_qfq
