start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
3,51,2025-09-15,2025-11-28,48.41,79.58,64.38752323900022,49,close_qfq
63,113,2025-12-16,2026-03-06,78.25,251.97,222.00638977635782,51,close_qfq
