start_idx,peak_idx,start_date,peak_date,start_price,peak_price,wave_gain_pct,bars,price_col
1,7,2025-09-19 00:00:00,2025-10-31 00:00:00,79.97,131.0,63.81142928598224,7,close_qfq
10,25,2025-11-21 00:00:00,2026-03-09 00:00:00,103.66,216.65,109.0005788153579,16,close_qfq
