日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-03-02,002261,36.49,35.83,37.48,35.65,2513559,9212069109.91,5.01,-1.89,-0.69,21.94
2026-03-03,002261,36.17,37.51,37.8,35.32,2457982,8992377225.73,6.92,4.69,1.68,21.45
2026-03-04,002261,36.5,37.2,38.99,36.42,2262744,8597340317.76,6.85,-0.83,-0.31,19.75
2026-03-05,002261,37.88,35.5,37.88,35.05,1820008,6557211782.95,7.61,-4.57,-1.7,15.89
2026-03-06,002261,34.88,39.05,39.05,34.59,2041674,7488579383.74,12.56,10.0,3.55,17.82
