日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-25,300395,103.0,123.58,124.63,102.0,778659,8860175072.0,21.79,18.99,19.72,15.22
2026-02-26,300395,123.02,130.02,132.5,122.81,648197,8316559980.0,7.84,5.21,6.44,12.67
2026-02-27,300395,127.43,134.32,134.93,124.91,627627,8112504187.0,7.71,3.31,4.3,12.27
2026-03-02,300395,134.32,129.5,135.88,128.1,443872,5766392104.0,5.79,-3.59,-4.82,8.68
